文本,文本1
　　2025 年，中山市信访局将坚持以习近平新时代中国特色社会主义思想为指导，继续贯彻落实政府信息公开条例各项规定和上级单位信息公开各项工作要求，不断完善工作机制，结合实际补足短板，及时做好信息更新和维护，公开涉及人民群众关心的重大问题及相关政策，不断提高政策解读发布的质量，丰富解读的形式，增强工作透明度，畅通与群众沟通的渠道，进一步提升政府信息公开工作质效。




　　六、其他需要报告的事项




　　本年度未发出收费通知，未收取信息处理费用。


"
南京市信访局2024年度政府信息公开工作年度报告,"南京市信访局2024年度政府信息公开工作年度报告










　　本年度政府信息公开工作年度报告（以下简称年度报告）,严格按照《中华人民共和国政府信息公开条例》要求，全面反映本局信息公开工作情况、加强我局信息管理、展现信息管理过程及结果的重要方式，对于加强自身建设、推进我局信访具体工作具有重要意义。依据《中华人民共和国政府信息公开条例》第五十条的要求及授权，结合工作实际，制定南京市信访局《2024年度政府信息公开工作年度报告》，并根据情况变化适时更新。




　　一、报告内容




　　年度报告内容严格按照《中华人民共和国政府信息公开条例》第五十条的规定确定。




　　（一）总体情况




　　2024年，市信访局坚持以习近平新时代中国特色社会主义思想为指导，全面落实中央、省、市关于政务公开工作部署要求，深入贯彻落实习近平总书记关于加强和改进人民信访工作的重要思想，局政府信息公开工作领导小组负责局信息公开日常工作，指导协调落实具体任务，持续完善政府信息公开基础工作、强化依申请公开办理能力，加强各项公开平台建设。2024年，局发布各类政府信息26条，其中通过局门户网站公开20条，通过微信公众号公开政府信息6条，依法行政效能不断提升。




　　（二）依法做好主动公开政府信息情况




　　结合实际，依法主动公开了有关制度文件、人事信息、财政预算决算、互动交流办理等信息。在制度文件方面，可公开的文件及时上网公开。充分满足群众查询需要，在财政预算决算信息及人事信息方面，严格按照时效要求及时公开。为更好地主动开展公开工作，进一步扩大重要政府信息发布范围，在局门户网站公开的同时，在微信公众号、政务头条号等政务新媒体公开和解读。局门户网站全年发布或更新各类动态信息238条，含法规文件2条，预算决算等财务信息4条，公示公告10条等；积极回应群众关切，办理互动交流105条，办结率100%，公开9条；微信公众号和政务头条号分别发布或更新各类信息125条和215条。




　　（三）进一步完善依申请公开工作




　　进一步理顺和完善政府信息公开申请渠道，规范答复行为，健全登记、审核、办理、答复、归档的工作制度，加强与局法律顾问合作。全年共收到政府信息公开申请6件，均在规定限期内给予了答复办结，其中1件因对政府信息公开申请答复意见不服，申请了行政复议，目前，尚未审结，全年无被行政诉讼情况。




　　（四）强化政府信息管理




　　及时调整局政务公开工作领导小组，明确以局主要领导为组长、分管领导为副组长，相应处室负责人为成员的领导小组，抽调骨干人员，具体负责日常工作；领导小组及时召开会议，学习领会分解政务公开工作任务目标，落实责任分工，强化协作配合。进一步健全政府信息发布审查机制，明确各处室的责任分工，梳理信息公开目录和事项清单，确保公开信息依法、及时、全面、准确和合理。充分发挥正面宣传工作主渠道主阵地作用，借助网站、微信公众号、头条政务号等平台载体，积极宣传全市信访工作法治化开展情况，以及运用法治思维和法治方式深化改革、推动发展、化解矛盾、维护稳定的好经验、好做法，推进信访工作受理更加规范，办理路径更加阳光透明，有效保障了群众知情权、参与权。




　　（五）加强互联网平台建设




　　局门户网站及时发布全市各类信访工作新闻、信访制度改革、信访智能化建设、信访指南等群众关注的信息，更好回应社会公众对信访工作的关切；加强与市级相关单位联系对接，积极探索平台建设创新思路，强化局门户网站后台日常管理，保障网站链接顺畅、有效无误；不断优化“网上信访""、“书记信箱""、“市长信箱""专栏，引导群众足不出户网上信访。




　　（六）强化监督保障机制




　　进一步健全并严格落实政府信息公开审查机制，政府信息发布前，由经办处室、政府信息公开工作机构、保密工作领导小组、网站管理处室层层审核，确保准确无误，全年无因政务信息公开工作失误被通报追责。




　　二、主动公开政府信息情况




　　




第二十条第（一）项




信息内容

	

本年制发件数

	

本年废止件数

	

现行有效件数




规章

	

0

	

 0

	

 0




行政规范性文件

	

2

	

 0

	

17




第二十条第（五）项




信息内容

	

本年处理决定数量




行政许可

	

0




第二十条第（六）项




信息内容

	

本年处理决定数量




行政处罚

	

0




行政强制

	

0




第二十条第（八）项




信息内容

	

本年收费金额（单位：万元）




行政事业性收费

	

0







　　三、收到和处理政府信息公开申请情况




　　




（本列数据的勾稽关系为：第一项加第二项之和，等于第三项加第四项之和）

	

申请人情况




自然人

	

法人或其他组织

	

总计




商业

企业

	

科研

机构

	

社会公益组织

	

法律服务机构

	

其他




一、本年新收政府信息公开申请数量

	

6

	

0

	

0

	

0

	

0

	

0

	

6




二、上年结转政府信息公开申请数量

	

0

	

0

	

0

	

0

	

0

	

0

	

0




三、本年度办理结果

	

（一）予以公开

	

0

	

0

	

0

	

0

	

0

	

0

	

0




（二）部分公开（区分处理的，只计这一情形，不计其他情形）

	

0

	

0

	

0

	

0

	

0

	

0

	

0




（三）不予公开

	

1.属于国家秘密

	

0

	

0

	

0

	

0

	

0

	

0

	

0




2.其他法律行政法规禁止公开

	

0

	

0

	

0

	

0

	

0

	

0

	

0




3.危及“三安全一稳定""

	

0

	

0

	

0

	

0

	

0

	

0

	

0




4.保护第三方合法权益

	

0

	

0

	

0

	

0

	

0

	

0

	

0




5.属于三类内部事务信息

	

0

	

0

	

0

	

0

	

0

	

0

	

0




6.属于四类过程性信息

	

1

	

0

	

0

	

0

	

0

	

0

	

1




7.属于行政执法案卷

	

0

	

0

	

0

	

0

	

0

	

0

	

0




8.属于行政查询事项

	

0

	

0

	

0

	

0

	

0

	

0

	

0




（四）无法提供

	

1.本机关不掌握相关政府信息

	

2

	

0

	

0

	

0

	

0

	

0

	

2




2.没有现成信息需要另行制作

	

0

	

0

	

0

	

0

	

0

	

0

	

0




3.补正后申请内容仍不明确

	

0

	

0

	

0

	

0

	

0

	

0

	

0




（五）不予处理

	

1.信访举报投诉类申请

	

3

	

0

	

0

	

0

	

0

	

0

	

3




2.重复申请

	

0

	

0

	

0

	

0

	

0

	

0

	

0




3.要求提供公开出版物

	

0

	

0

	

0

	

0

	

0

	

0

	

0




4.无正当理由大量反复申请

	

0

	

0

	

0

	

0

	

0

	

0

	

0




5.要求行政机关确认或重新出具已获取信息

	

0

	

0

	

0

	

0

	

0

	

0

	

0




（六）其他处理

	

1.申请人无正当理由逾期不补正、行政机关不再处理其政府信息公开申请

	

0

	

0

	

0

	

0

	

0

	

0

	

0




2.申请人逾期未按收费通知要求缴纳费用、行政机关不再处理其政府信息公开申请

	

0

	

0

	

0

	

0

	

0

	

0

	

0




3.其他

	

0

	

0

	

0

	

0

	

0

	

0

	

0




（七）总计

	

6

	

0

	

0

	

0

	

0

	

0

	

6




四、结转下年度继续办理

	

0

	

0

	

0

	

0

	

0

	

0

	

0







　　四、政府信息公开行政复议、行政诉讼情况




　　




行政复议

	

行政诉讼




结果维持

	

结果纠正

	

其他结果

	

尚未审结

	

总计

	

未经复议直接起诉

	

复议后起诉




结果维持

	

结果纠正

	

其他结果

	

尚未审结

	

总计

	

结果维持

	

结果纠正

	

其他结果

	

尚未审结

	

总计




0

	

0

	

0

	

1

	

1

	

0

	

0

	

0

	

0

	

0

	

0

	

0

	

0

	

0

	

0







　　五、存在的主要问题及改进情况




　　主要存在问题：一是主动公开意识需进一步加强；二是主动公开范围需进一步扩大等问题。针对上述问题，一方面，加强依申请公开业务培训。依申请公开工作做好点对点提示，严格按照“以公开为原则、不公开为例外""的要求做好日常工作，确保依法规范公开。另一方面，加强相关政府信息整合发布。特别是同步做好在门户网站的发布工作，最大限度扩大知晓范围，努力提升政府信息公开质量和效率。




　　六、其他需要报告的事项




　　全年无收取信息处理费用。2024 年申请公开信息中，大量属于信访诉求和办理情况问询，需进一步做好政策解释说明工作，积极引导群众通过信访渠道反映诉求和查询信访事项办理结果。下一步我局将政府信息公开工作与政务服务紧密结合，全面提升网办服务水平，为群众提供优质的网办体验。


"
四川省信访局关于2023年度预算执行和其他财政收支情况审计整改结果的公告,"四川省信访局关于2023年度预算执行和其他财政收支情况审计整改结果的公告




2025年










　　一、整改工作组织情况




　　2024年3月至4月，审计厅对我局及1个所属单位开展2023年度预算执行和其他财政收支情况审计，出具审计报告（川审金报〔2024〕9号），指出我局存在资产管理、落实“习惯过紧日子""要求、执行财经纪律和其他等4个方面22个问题。




　　我局深入学习贯彻习近平总书记关于审计整改工作的重要指示批示精神，认真落实中共中央办公厅、国务院办公厅《关于建立健全审计查出问题整改长效机制的意见》，按照省委审计委《关于进一步深化审计整改工作的二十条举措》要求，把抓好审计整改工作作为坚定拥护“两个确立""、坚决做到“两个维护""的现实检验，自觉主动抓好审计整改各项工作。局主要领导落实审计整改第一责任，要求按照审计建议，立行立改、应改尽改。局党组将审计整改纳入重要议事日程，召开会议专题研究部署，要求认真研究解决审计查出的问题，建立健全制度机制，进一步提升审计整改成效。




　　局办公室切实履行统筹协调、跟踪督促等职责，牵头制定整改方案，细化整改措施，督促各责任单位对标对表、加速加力，把“当下改""和“长久立""有机结合起来，逐项落实整改要求。




　　各责任单位认真履行整改责任，将审计整改与加强内部治理有效结合，既完善相关管理制度，又积极举一反三、自查自纠，努力做到审计一个问题、整改同类问题，由点及面不断提升内部管理水平。截至目前，要求立行立改的22个问题已全部整改到位。




　　二、审计查出问题及其整改情况




　　（一）财政资源资产管理审计查出问题的整改情况




　　1.超标准配置办公设施及设备方面




　　严格执行《四川省省级行政事业单位通用办公设备和家具配置标准》，加强办公设备配置预算编制工作，结合资产存量、配置标准、绩效目标和实际情况配置资产。全面清查超标准配置的办公设备，调整到有需要且符合标准的部门或场所。




　　2.国有资产基础管理工作不到位方面




　　⑴关于未按资产实际状态登记资产台账的问题。组织对资产进行全面清查，据实登记资产状态，确保台账完整准确。定期更新资产台账，及时反映资产变动情况，做到账账相符、账实相符。加强与财政部门的沟通协作，完善资产审批手续，确保资产台账与财务账目相符。




　　⑵关于未按规定明确资产管理人员或部门的问题。现已按资产卡片登记有关要求，统一将原登记为临时部门或临时人员的卡片更新为具体人员。




　　⑶关于资产账实不符、底数不清的问题。组织开展盘盈资产入账工作，立即补登资产，详细登记资产名称、规格、数量、来源等信息，确保准确完整。定期盘点资产，及时发现和纠正未登记等问题，处理盘盈、盘亏情况。
